date,discharge
1999-01-01,22.696
1999-01-02,22.686
1999-01-03,22.676
1999-01-04,22.667
1999-01-05,22.657
1999-01-06,22.647
1999-01-07,22.638
1999-01-08,22.628
1999-01-09,22.618
1999-01-10,22.609
1999-01-11,22.599
1999-01-12,22.589
1999-01-13,22.58
1999-01-14,22.57
1999-01-15,22.56
1999-01-16,22.551
1999-01-17,22.541
1999-01-18,22.532
1999-01-19,22.522
1999-01-20,22.512
1999-01-21,22.503
1999-01-22,22.493
1999-01-23,22.484
1999-01-24,22.474
1999-01-25,22.465
1999-01-26,22.455
1999-01-27,22.445
1999-01-28,22.436
1999-01-29,22.426
1999-01-30,22.417
1999-01-31,22.407
1999-02-01,22.398
1999-02-02,22.388
1999-02-03,22.379
1999-02-04,22.369
1999-02-05,22.36
1999-02-06,22.35
1999-02-07,22.341
1999-02-08,22.331
1999-02-09,22.322
1999-02-10,22.312
1999-02-11,22.303
1999-02-12,22.293
1999-02-13,22.284
1999-02-14,22.274
1999-02-15,22.265
1999-02-16,22.255
1999-02-17,22.246
1999-02-18,22.236
1999-02-19,22.227
1999-02-20,22.218
1999-02-21,22.208
1999-02-22,22.199
1999-02-23,22.189
1999-02-24,22.18
1999-02-25,22.171
1999-02-26,22.161
1999-02-27,22.152
1999-02-28,22.142
1999-03-01,22.133
1999-03-02,22.124
1999-03-03,22.114
1999-03-04,22.105
1999-03-05,22.096
1999-03-06,22.086
1999-03-07,22.077
1999-03-08,22.068
1999-03-09,22.058
1999-03-10,22.049
1999-03-11,22.04
1999-03-12,22.03
1999-03-13,22.021
1999-03-14,22.012
1999-03-15,22.002
1999-03-16,21.993
1999-03-17,21.984
1999-03-18,21.974
1999-03-19,21.965
1999-03-20,21.956
1999-03-21,21.947
1999-03-22,21.937
1999-03-23,21.928
1999-03-24,21.919
1999-03-25,21.91
1999-03-26,21.9
1999-03-27,21.891
1999-03-28,21.882
1999-03-29,21.873
1999-03-30,21.863
1999-03-31,21.854
1999-04-01,21.845
1999-04-02,21.836
1999-04-03,21.826
1999-04-04,21.817
1999-04-05,21.808
1999-04-06,21.799
1999-04-07,21.79
1999-04-08,21.781
1999-04-09,21.771
1999-04-10,21.762
1999-04-11,21.753
1999-04-12,21.744
1999-04-13,21.735
1999-04-14,21.726
1999-04-15,21.716
1999-04-16,21.707
1999-04-17,21.698
1999-04-18,21.689
1999-04-19,21.68
1999-04-20,21.671
1999-04-21,21.662
1999-04-22,21.653
1999-04-23,21.643
1999-04-24,21.634
1999-04-25,21.625
1999-04-26,21.616
1999-04-27,21.607
1999-04-28,21.598
1999-04-29,21.589
1999-04-30,21.58
1999-05-01,21.571
1999-05-02,21.562
1999-05-03,21.553
1999-05-04,21.544
1999-05-05,21.535
1999-05-06,21.526
1999-05-07,21.517
1999-05-08,21.508
1999-05-09,21.499
1999-05-10,21.49
1999-05-11,21.481
1999-05-12,21.472
1999-05-13,21.463
1999-05-14,21.454
1999-05-15,21.445
1999-05-16,21.436
1999-05-17,21.427
1999-05-18,21.418
1999-05-19,21.409
1999-05-20,21.4
1999-05-21,21.391
1999-05-22,21.382
1999-05-23,21.373
1999-05-24,21.364
1999-05-25,21.355
1999-05-26,21.346
1999-05-27,21.337
1999-05-28,21.328
1999-05-29,21.319
1999-05-30,21.31
1999-05-31,21.301
1999-06-01,21.293
1999-06-02,21.284
1999-06-03,21.275
1999-06-04,21.266
1999-06-05,21.257
1999-06-06,21.248
1999-06-07,21.239
1999-06-08,21.23
1999-06-09,21.222
1999-06-10,21.213
1999-06-11,21.204
1999-06-12,21.195
1999-06-13,21.186
1999-06-14,21.177
1999-06-15,21.168
1999-06-16,21.16
1999-06-17,21.151
1999-06-18,21.142
1999-06-19,21.133
1999-06-20,21.124
1999-06-21,21.116
1999-06-22,21.107
1999-06-23,21.098
1999-06-24,21.089
